timestamp,Open,High,Low,Close,Volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-08-17 04:00:00,4261.48,4349.99,4261.32,4349.99,82.088865,1502956799999.0,353194.33293028,334.0,64.013727,275647.42191079,8048.12788573
2017-08-17 08:00:00,4333.32,4485.39,4333.32,4427.3,63.619882,1502971199999.0,282501.15774965,248.0,58.787633,261054.05115395,8020.6980958
2017-08-17 12:00:00,4436.06,4485.39,4333.42,4352.34,174.562001,1502985599999.0,774238.79831726,858.0,125.184133,555419.7580611,8133.19065768
2017-08-17 16:00:00,4352.33,4354.84,4200.74,4325.23,225.109716,1502999999999.0,965291.09880366,986.0,165.036363,707808.20092154,8425.11285235
2017-08-17 20:00:00,4307.56,4369.69,4258.56,4285.08,249.769913,1503014399999.0,1079544.66293121,1001.0,203.226685,878286.96855663,8733.91139481
2017-08-18 00:00:00,4285.08,4340.62,4134.61,4292.39,276.193043,1503028799999.0,1175805.57438953,1036.0,214.65557,915578.05399653,8878.99116096
2017-08-18 04:00:00,4292.39,4340.62,4234.43,4300.25,248.389029,1503043199999.0,1063954.72616754,1135.0,203.646699,872408.75176393,9223.82352585
2017-08-18 08:00:00,4285.0,4371.52,4259.85,4340.31,196.140129,1503057599999.0,845595.8660428,880.0,167.105732,720161.34080559,9366.91450807
2017-08-18 12:00:00,4320.52,4340.31,4193.7,4236.89,175.969384,1503071999999.0,749458.52575861,697.0,147.078312,626284.07432919,9371.62988671
2017-08-18 16:00:00,4234.54,4297.75,4015.7,4136.28,193.64697,1503086399999.0,807331.06009917,753.0,153.458944,641094.96292248,9365.31224186
2017-08-18 20:00:00,4135.0,4136.48,3938.77,4108.37,109.549709,1503100799999.0,444812.55371386,732.0,86.923453,353596.13270036,9384.14140858
2017-08-19 00:00:00,4108.37,4184.69,4084.28,4138.55,108.510448,1503115199999.0,449351.42223461,585.0,92.399174,382661.64455272,9468.40817753
2017-08-19 04:00:00,4138.5,4156.0,3933.21,4033.47,112.752079,1503129599999.0,457214.75420634,493.0,76.679027,310960.50822565,9442.59220347
2017-08-19 08:00:00,4033.47,4082.25,3850.0,3957.6,77.256042,1503143999999.0,307816.368114,481.0,44.219584,177045.86484426,9415.13265905
2017-08-19 12:00:00,3945.12,4100.0,3928.89,3972.05,47.515578,1503158399999.0,192323.93679216,320.0,33.814759,137030.5272986,9232.31800303
2017-08-19 16:00:00,4036.19,4103.92,3953.4,4076.12,25.925056,1503172799999.0,104478.70292304,161.0,20.098673,81056.62024693,9141.76888514
2017-08-19 20:00:00,4088.71,4149.99,4051.47,4139.98,9.35056,1503187199999.0,38298.55115136,113.0,7.124825,29246.70491919,9184.08552906
2017-08-20 00:00:00,4120.98,4139.98,4044.0,4094.62,6.611283,1503201599999.0,27090.32379014,79.0,5.758385,23607.94873166,9087.0625915
2017-08-20 04:00:00,4094.62,4156.56,4081.19,4155.87,28.60391,1503215999999.0,117539.1748737,275.0,20.148087,82819.22457595,9252.69753132
2017-08-20 08:00:00,4155.87,4211.08,4032.62,4106.53,36.019943,1503230399999.0,148442.01320702,268.0,20.259055,83560.55317922,9680.68801577
2017-08-20 12:00:00,4106.53,4125.43,4063.35,4125.0,29.113266,1503244799999.0,119507.05568627,128.0,22.330986,91722.20319178,9866.10295518
2017-08-20 16:00:00,4125.0,4185.94,4091.59,4164.6,169.995517,1503259199999.0,703376.44563256,689.0,146.825698,607419.74852118,9922.37566126
2017-08-20 20:00:00,4161.59,4171.62,4069.13,4086.29,196.739103,1503273599999.0,814409.37713677,882.0,161.473736,668271.65553751,10125.41408414
2017-08-21 00:00:00,4069.13,4119.62,4039.0,4084.76,220.838143,1503287999999.0,901616.43215732,931.0,192.385542,785426.80240148,10338.30080168
2017-08-21 04:00:00,4079.26,4104.68,3953.4,4043.63,222.575129,1503302399999.0,897752.76476758,1200.0,179.073425,722314.65230777,10870.05610698
2017-08-21 08:00:00,4043.63,4088.12,4000.01,4023.11,78.878314,1503316799999.0,318369.89414274,454.0,63.705722,257161.36030859,11125.99881072
2017-08-21 12:00:00,4023.11,4023.11,3911.79,4022.0,43.762796,1503331199999.0,174413.62639185,479.0,17.954574,71741.59675776,11181.53868221
2017-08-21 16:00:00,4005.99,4042.11,3918.8,4027.05,24.46693,1503345599999.0,97897.65595292,330.0,17.923313,71826.65385753,11428.72263638
2017-08-21 20:00:00,4027.05,4070.49,3950.0,4016.0,101.221748,1503359999999.0,407181.34061487,578.0,86.313531,347191.48752524,11706.76997007
2017-08-22 00:00:00,4016.0,4016.0,3688.97,3862.39,114.685346,1503374399999.0,442744.57170483,731.0,79.20673,306369.37780113,12280.16637919
2017-08-22 04:00:00,3863.0,3868.57,3400.0,3798.08,167.221519,1503388799999.0,627645.60716665,935.0,109.434454,413851.4540096,11936.69980562
2017-08-22 08:00:00,3798.08,3920.31,3750.08,3866.48,221.731236,1503403199999.0,854175.43470761,1466.0,138.502727,532978.70005289,11737.00013732
2017-08-22 12:00:00,3866.48,3990.12,3786.81,3858.23,179.358421,1503417599999.0,698287.50405772,1471.0,42.155693,164971.01764635,11707.98130638
2017-08-22 16:00:00,3858.23,4104.82,3853.47,3984.24,159.535655,1503431999999.0,634541.12778918,1017.0,28.138591,112421.52695131,11791.64631318
2017-08-22 20:00:00,3984.5,4061.54,3944.03,4040.0,124.152681,1503446399999.0,495111.52671452,874.0,26.556986,106596.29288098,11773.27950025
2017-08-23 00:00:00,4040.0,4127.99,4013.89,4100.41,159.658384,1503460799999.0,651005.60763807,997.0,23.420493,95805.17621647,11715.48393939
2017-08-23 04:00:00,4084.54,4115.87,4035.32,4074.88,141.839603,1503475199999.0,578320.10546274,1111.0,27.284199,111713.50015777,11859.67684336
2017-08-23 08:00:00,4081.63,4242.32,4057.0,4237.99,135.024022,1503489599999.0,562615.54910386,1053.0,36.19523,151733.19746311,11980.18275816
2017-08-23 12:00:00,4205.98,4265.8,4150.65,4197.05,237.360569,1503503999999.0,997806.79953809,2601.0,128.947715,543061.81819453,12250.54758856
2017-08-23 16:00:00,4226.94,4259.58,4103.51,4117.07,174.637585,1503518399999.0,731256.24764675,1856.0,53.984078,227813.43154504,12654.96938119
2017-08-23 20:00:00,4136.48,4178.65,4069.8,4114.01,152.616402,1503532799999.0,627682.15643017,1011.0,39.587377,163439.97161771,12724.37533462
2017-08-24 00:00:00,4147.0,4204.55,4085.01,4113.58,123.52015,1503547199999.0,511550.36438993,903.0,27.060743,112391.45240915,12817.18909037
2017-08-24 04:00:00,4113.58,4177.64,4090.39,4153.32,123.17946,1503561599999.0,509864.53980426,789.0,21.656149,89962.4751322,13163.63412102
2017-08-24 08:00:00,4153.8,4250.94,4150.0,4202.0,171.486488,1503575999999.0,718060.12124621,1714.0,73.05585,306499.16391631,13880.36118142
2017-08-24 12:00:00,4211.78,4250.9,4136.33,4222.0,146.997342,1503590399999.0,615368.84552887,1264.0,43.382732,181977.61101503,14134.68303832
2017-08-24 16:00:00,4223.06,4250.77,4178.22,4216.07,111.579358,1503604799999.0,469850.39412688,839.0,16.24123,68603.33868704,14250.42269951
2017-08-24 20:00:00,4216.1,4371.68,4193.17,4316.01,110.655955,1503619199999.0,471782.14806861,738.0,25.423708,108945.02297147,14231.32630532
2017-08-25 00:00:00,4316.01,4370.0,4295.75,4312.69,141.104526,1503633599999.0,611984.04895229,1511.0,28.508088,123930.30981983,13596.04615877
2017-08-25 04:00:00,4312.69,4362.0,4267.5,4329.0,101.509543,1503647999999.0,437863.45460033,925.0,18.262736,79005.68235136,13393.94329836
2017-08-25 08:00:00,4317.81,4361.28,4298.74,4361.27,74.43306,1503662399999.0,322437.97728068,694.0,15.959571,69337.48965379,13694.31899824
2017-08-25 12:00:00,4361.27,4422.29,4261.13,4394.36,164.206656,1503676799999.0,710205.00769493,2407.0,23.930431,103694.0863492,12894.4937338
