timestamp,Open,High,Low,Close,Volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2019-03-11,51.99,54.89,48.67,52.36,16326.97289,1552867199999.0,858266.7456896,3665.0,8336.13949,439071.5415342,0.0
2019-03-18,52.38,54.6,50.0,52.64,38150.43109,1553471999999.0,2012508.2297754,8337.0,17530.22931,925813.2472117,0.0
2019-03-25,52.57,56.83,49.76,56.07,50723.0164,1554076799999.0,2689456.2046067,10560.0,19860.15146,1054252.1093843,0.0
2019-04-01,56.01,72.9,55.66,69.34,138730.91531,1554681599999.0,9087719.0110457,34388.0,67087.10233,4421751.6916899,0.0
2019-04-08,69.35,72.27,61.51,66.25,93693.45798,1555286399999.0,6316685.8161517,26151.0,47158.96251,3175820.3559183,0.0
2019-04-15,66.32,69.99,63.27,68.29,55532.78431,1555891199999.0,3750471.985171,19920.0,22950.38302,1550089.2710019,0.0
2019-04-22,68.18,70.75,60.03,62.07,90359.92661,1556495999999.0,5961456.3148066,24420.0,43668.27045,2874343.6708363,0.0
2019-04-29,61.92,68.99,60.11,66.52,50259.16991,1557100799999.0,3271206.8658277,15252.0,24518.9122,1597026.808189,0.0
2019-05-06,66.71,81.72,64.26,75.66,71353.20054,1557705599999.0,5082835.8993971,24526.0,36422.30391,2591893.7498762,0.0
2019-05-13,75.45,97.27,72.0,90.09,92787.9195,1558310399999.0,7873794.4286526,38479.0,45708.84423,3869050.017895,0.0
2019-05-20,89.72,92.5,80.18,91.3,82086.43936,1558915199999.0,7166615.8894769,31375.0,41697.46202,3655460.3404971,0.0
2019-05-27,91.22,98.99,88.28,94.77,70617.92912,1559519999999.0,6650934.9898073,31640.0,33380.25553,3148899.1099078,0.0
2019-06-03,94.77,96.0,81.17,83.38,62368.48405,1560124799999.0,5413313.2973946,21917.0,28987.91443,2509713.7052342,0.0
2019-06-10,83.04,97.82,82.29,95.99,69721.3203,1560729599999.0,6302352.0282694,26636.0,35007.16739,3173817.070817,0.0
2019-06-17,95.99,121.55,95.03,116.01,132053.5444,1561334399999.0,14076183.3751671,47615.0,62806.43298,6682646.8829006,0.0
2019-06-24,115.68,119.98,87.8,88.71,215557.69305,1561939199999.0,22287042.7638336,85679.0,91782.0401,9487856.5067602,0.0
